,prr,l,u,drug_interaction,event
0,0.5910458396009818,0.5504070841629194,0.634685116818422,TAGRISSO,Fatigue
1,0.2537367487251999,0.23363664275022775,0.27556609654960673,TAGRISSO,Nausea
2,0.6335400047389622,0.5958590418652684,0.6736038381631204,TAGRISSO,Vomiting
3,0.0,0.0,0.0,TAGRISSO,Death
